,order_id,product_id,add_to_cart_order,reordered
274211,667598,24507,9,0
274212,667598,23909,10,0
274213,667598,16083,11,0
274214,667598,9755,12,0
274215,667598,24082,13,0
274216,667598,29361,14,0
274217,667598,1757,15,1
274218,667598,38618,16,0
274219,667598,32304,17,0
274220,667598,18570,18,0
274221,667598,10878,19,0
274245,667735,5161,1,1
274246,667735,31651,2,1
274247,667735,30720,3,1
274348,667939,8518,1,1
274349,667939,28842,2,0
274350,667939,20114,3,1
274351,667939,47766,4,1
274352,667939,48775,5,1
274353,667939,26209,6,0
274354,667939,45957,7,0
274355,667939,20842,8,0
274356,667939,19508,9,0
274357,667939,10017,10,0
274358,667939,10108,11,1
274359,667939,44661,12,0
274360,667939,47626,13,1
274361,667939,30720,14,1
274362,667939,16083,15,1
274510,668199,44397,1,1
274511,668199,33731,2,0
274512,668199,26209,3,1
274513,668199,20232,4,1
274514,668199,5303,5,0
274515,668199,22400,6,0
274516,668199,46490,7,0
274517,668199,42828,8,0
274518,668199,30718,9,1
274519,668199,16797,10,1
274520,668199,48986,11,0
274521,668199,43234,12,1
274522,668199,4367,13,0
274523,668199,21334,14,0
274524,668199,15261,15,0
274525,668199,8518,16,1
274526,668199,43789,17,0
274527,668199,46257,18,0
274528,668199,12741,19,0
274529,668199,33325,20,0
274530,668199,48523,21,0
274531,668199,18531,22,0
274532,668199,10793,23,0
274568,668479,38456,1,1
274569,668479,30756,2,1
274570,668479,14947,3,1
274571,668479,7781,4,1
274572,668479,47144,5,1
274573,668479,12616,6,1
274574,668479,17316,7,1
274575,668479,3583,8,1
274576,668479,1194,9,1
274577,668479,4886,10,0
274578,668479,9623,11,1
274605,668560,35412,1,1
274606,668560,377,2,1
274607,668560,13072,3,0
274608,668560,40271,4,1
274609,668560,42114,5,1
274610,668560,4920,6,1
274611,668560,17140,7,1
274612,668560,12606,8,0
274613,668560,32538,9,0
274614,668560,42356,10,0
274615,668560,22186,11,0
274616,668560,15290,12,0
274626,668576,24852,1,1
274627,668576,28204,2,1
274628,668576,32691,3,1
274629,668576,16759,4,1
274630,668576,10527,5,1
274631,668576,34262,6,1
274632,668576,47119,7,1
274633,668576,5337,8,1
274634,668576,5450,9,1
274635,668576,19678,10,1
274636,668576,44561,11,1
274637,668576,1234,12,1
274638,668576,35561,13,1
274639,668576,47630,14,1
274640,668576,32407,15,0
274641,668576,18095,16,0
274642,668576,42508,17,0
274707,668693,41658,1,0
274708,668693,47766,2,1
274709,668693,17027,3,1
274710,668693,34969,4,1
274711,668693,79,5,1
274800,668921,16748,1,0
274801,668921,12748,2,0
274802,668921,26209,3,0
274803,668921,8277,4,0
274804,668921,8518,5,0
274805,668921,22115,6,0
274806,668921,27966,7,0
274835,669002,43119,1,1
274836,669002,30661,2,0
274837,669002,45441,3,1
274838,669002,37274,4,1
274839,669002,21463,5,1
274840,669002,39282,6,1
274841,669002,7035,7,1
274842,669002,4366,8,0
274888,669185,1215,1,1
274889,669185,36070,2,0
274899,669276,33198,1,1
274900,669276,47626,2,1
274901,669276,4472,3,1
274902,669276,13176,4,1
274903,669276,22963,5,1
274904,669276,10246,6,0
274905,669276,43352,7,0
274906,669276,47209,8,1
274949,669607,10351,1,1
274950,669607,36488,2,0
274951,669607,1439,3,1
274952,669607,34584,4,0
274953,669607,21903,5,1
274954,669607,38650,6,0
274955,669607,24993,7,0
275009,669667,11984,1,1
275010,669667,7085,2,1
275011,669667,49072,3,1
275091,669857,49270,1,0
275092,669857,36424,2,0
275093,669857,24291,3,0
275094,669857,29127,4,0
275095,669857,38908,5,0
275096,669857,24852,6,1
275097,669857,49507,7,0
275098,669881,49191,1,0
275099,669881,35078,2,1
275100,669881,46138,3,0
275101,669881,27355,4,0
275102,669881,11440,5,0
275107,669926,45007,1,1
275108,669926,46979,2,1
275109,669926,41220,3,1
275110,669926,1203,4,1
275111,669926,26096,5,0
275112,669926,23765,6,0
275113,669926,27521,7,1
275114,669926,15872,8,1
275115,669926,17757,9,0
275116,669926,15016,10,1
275149,670090,15222,1,0
275150,670090,181,2,0
275151,670090,1849,3,1
275152,670090,31717,4,1
275153,670090,22015,5,0
275154,670090,48144,6,0
275155,670090,26283,7,0
275156,670090,21137,8,0
275157,670090,40815,9,1
275158,670090,14168,10,0
275159,670090,22952,11,0
275259,670297,10749,1,1
275260,670297,40396,2,1
275261,670297,20114,3,1
275262,670297,47766,4,1
275263,670297,23854,5,1
275264,670297,30872,6,1
275265,670297,17794,7,1
275266,670297,13988,8,1
275267,670297,28842,9,1
275268,670297,46667,10,1
275269,670297,24964,11,1
275475,670916,20940,1,1
275476,670916,46473,2,0
275477,670916,17924,3,0
275666,671495,45013,1,0
275667,671495,13176,2,1
275668,671495,25824,3,0
275669,671495,13870,4,0
275670,671495,37464,5,0
275690,671522,196,1,1
275691,671555,21616,1,1
275692,671555,5750,2,0
275693,671555,48779,3,0
275694,671555,12149,4,1
275695,671555,7881,5,0
275696,671555,21694,6,1
275718,671598,39877,1,0
275719,671598,16249,2,0
275720,671598,21903,3,0
275721,671598,23165,4,0
275722,671598,47626,5,1
275723,671598,581,6,0
275724,671598,45007,7,0
275725,671598,30463,8,0
275726,671598,29658,9,0
275727,671598,25659,10,0
275728,671598,28656,11,0
276028,672415,24852,1,1
276029,672415,12572,2,1
276030,672415,48848,3,0
276031,672415,4779,4,0
276032,672415,40301,5,0
276033,672415,8221,6,0
276034,672415,31506,7,0
276035,672415,20995,8,0
276036,672415,14678,9,0
276037,672415,25272,10,0
276038,672415,5618,11,0
276206,672787,18804,1,0
276207,672787,3003,2,0
276208,672787,23716,3,1
276209,672787,31036,4,0
276210,672787,40364,5,0
276594,673896,23165,1,1
276595,673896,10246,2,1
276596,673896,17794,3,1
276597,673896,4605,4,1
276598,673896,2962,5,1
276599,673896,39560,6,1
276600,673896,16797,7,0
276601,673896,24852,8,1
276602,673896,45842,9,0
276603,673896,32689,10,0
276604,673896,37053,11,0
276605,673896,28204,12,1
276606,673896,41836,13,1
276607,673896,33198,14,0
276702,674240,15290,1,1
276703,674240,9839,2,1
276704,674240,24852,3,1
276705,674240,18479,4,0
276706,674240,1999,5,0
276707,674240,22935,6,0
276708,674240,7177,7,0
276709,674240,47541,8,0
276710,674240,48094,9,0
276711,674240,48679,10,0
276712,674240,14197,11,0
276713,674240,45763,12,1
276714,674240,24489,13,0
276715,674240,17948,14,0
276716,674240,47209,15,1
276717,674240,21903,16,1
276718,674240,18027,17,1
276719,674240,24082,18,0
276795,674428,38539,1,0
276796,674428,6948,2,1
276797,674428,29898,3,1
276822,674547,46448,1,0
276823,674547,25976,2,0
276824,674547,34050,3,1
276825,674547,40948,4,0
276826,674547,38789,5,1
276827,674547,31608,6,1
276828,674547,24852,7,1
276829,674547,37190,8,0
276830,674547,14379,9,0
276831,674547,926,10,0
276832,674547,49650,11,0
276833,674547,38562,12,0
276834,674547,37766,13,1
276939,674811,6887,1,0
276940,674811,3616,2,0
276941,674811,33312,3,1
276942,674811,29088,4,1
276943,674811,47242,5,1
276944,674811,40348,6,1
276945,674811,21011,7,1
276946,674811,45198,8,1
276947,674811,26172,9,1
276948,674811,46031,10,1
276949,674811,9405,11,1
276950,674811,33386,12,1
276951,674811,33401,13,1
276952,674811,47197,14,1
277045,674973,14218,1,1
277046,674973,5406,2,1
277047,674973,24838,3,1
277048,674973,21227,4,1
277049,674973,44085,5,1
277050,674973,35689,6,1
277051,674973,47800,7,1
277052,674973,31960,8,1
277053,674973,39982,9,1
277054,674973,38726,10,1
277055,674973,7631,11,1
277056,674973,28441,12,1
277057,674973,18767,13,1
277058,674973,9411,14,1
277059,674973,41591,15,1
277060,674973,18460,16,1
277061,674973,35591,17,0
277062,674973,37147,18,1
277063,674973,31423,19,0
277064,674973,18849,20,1
277065,674973,4326,21,0
277066,674973,37274,22,0
277067,674973,43772,23,0
277068,674973,1069,24,0
277069,674973,27316,25,1
277070,674973,9322,26,0
277071,674973,9741,27,0
277072,674973,2124,28,0
277073,674973,18171,29,0
277074,674973,35985,30,0
277075,674973,13187,31,0
277076,674973,30122,32,0
277077,674973,23195,33,0
277078,674973,7414,34,0
277079,674973,16014,35,0
277080,674973,9234,36,0
277081,674973,17122,37,0
277082,674973,8348,38,0
277083,674973,32689,39,0
277188,675336,35914,1,1
277189,675336,32566,2,1
277190,675336,21137,3,0
277191,675336,42356,4,1
277192,675336,18288,5,0
277193,675336,32519,6,0
277194,675336,14778,7,0
277195,675336,24852,8,0
277196,675362,44632,1,1
277197,675362,9038,2,1
277198,675362,7035,3,0
277199,675362,46820,4,0
277200,675362,26683,5,0
277201,675362,16848,6,0
277202,675362,38944,7,0
277203,675362,28761,8,0
277204,675362,9864,9,0
277205,675362,47258,10,0
277206,675362,6489,11,0
277207,675362,26168,12,1
277208,675362,5194,13,0
277209,675362,25072,14,0
277210,675362,40723,15,0
277211,675362,6184,16,0
277220,675392,43789,1,1
277221,675392,24964,2,1
277222,675392,34126,3,0
277223,675392,47626,4,0
277224,675392,42193,5,1
277390,675825,22260,1,1
277391,675825,16908,2,1
277392,675825,30994,3,1
277393,675825,19204,4,0
277552,676290,4138,1,1
277553,676290,34619,2,1
277554,676290,29429,3,1
277555,676290,41973,4,1
277556,676290,28721,5,1
277557,676290,37,6,0
277558,676290,34287,7,0
277559,676290,36160,8,0
277621,676428,17795,1,0
277622,676428,35163,2,0
277623,676428,25272,3,0
277624,676428,41463,4,0
277625,676428,3376,5,1
277626,676428,5499,6,0
277627,676428,45535,7,0
277628,676428,26842,8,0
277629,676428,8424,9,1
277640,676515,21573,1,0
277641,676515,20940,2,1
277782,676834,25659,1,1
277783,676834,4597,2,1
277784,676834,23643,3,1
277785,676834,47209,4,1
277786,676834,26800,5,0
277787,676834,34530,6,0
277788,676834,13380,7,0
277789,676834,34025,8,0
277791,676889,30589,1,1
277792,676889,4920,2,1
277793,676889,4799,3,1
277794,676889,31041,4,1
277795,676889,9934,5,1
277796,676889,44008,6,1
277797,676889,38190,7,0
277798,676889,4533,8,0
277848,677069,23288,1,1
277849,677075,21903,1,0
277850,677075,13176,2,0
277851,677075,4920,3,0
277852,677075,41420,4,0
277853,677075,32079,5,0
277854,677075,15541,6,0
277909,677150,21709,1,0
277910,677150,25466,2,0
277911,677150,30489,3,1
278100,677693,1217,1,0
278101,677693,44799,2,1
278102,677693,19171,3,1
278103,677693,5818,4,1
278104,677693,44987,5,1
278105,677693,13176,6,1
278106,677693,16826,7,1
278107,677693,22395,8,0
278108,677693,24622,9,1
278109,677693,22024,10,0
278110,677693,33000,11,1
278111,677804,17794,1,1
278258,678040,4341,1,0
278259,678040,47209,2,1
278260,678040,29077,3,1
278261,678040,39495,4,1
278262,678040,13176,5,1
278263,678040,2658,6,1
278264,678040,28934,7,1
278265,678040,45104,8,1
278266,678040,23236,9,1
278267,678040,19019,10,0
278268,678040,33746,11,0
278269,678040,34124,12,0
278270,678040,12162,13,0
278271,678040,31334,14,0
278272,678040,24489,15,0
278273,678040,9076,16,1
278274,678040,45613,17,0
278409,678509,20082,1,0
278410,678509,24852,2,1
278411,678509,45066,3,0
278412,678509,41844,4,0
278413,678509,4920,5,1
278414,678509,40706,6,0
278415,678509,47766,7,1
278416,678509,7781,8,1
278417,678509,48679,9,0
278418,678509,35004,10,0
278419,678509,1090,11,0
278420,678509,5161,12,0
278464,678615,21436,1,1
278465,678615,20404,2,0
278466,678615,13176,3,1
278467,678615,18176,4,1
278468,678615,5103,5,0
278469,678615,22447,6,0
278470,678615,7923,7,0
278471,678615,4102,8,1
278472,678615,47888,9,0
278473,678615,3020,10,1
278474,678615,43875,11,0
278475,678615,6218,12,1
278476,678615,19677,13,1
278477,678615,8710,14,1
278478,678615,19057,15,0
278479,678615,46969,16,1
278480,678615,10305,17,0
278481,678615,7051,18,1
278482,678615,45580,19,1
278483,678615,32018,20,0
278484,678615,5876,21,1
278485,678615,26209,22,1
278664,679200,17706,1,1
278665,679200,5077,2,1
278666,679200,27344,3,1
278667,679200,33120,4,1
278668,679200,30442,5,1
278669,679200,38293,6,1
278670,679200,30489,7,1
278671,679200,27695,8,1
278672,679200,12036,9,1
278673,679200,27663,10,1
278674,679200,38281,11,1
278675,679200,47042,12,1
278676,679200,43768,13,1
278677,679200,48745,14,1
278678,679200,15290,15,1
278679,679200,36695,16,1
278680,679200,33731,17,1
278681,679200,21137,18,1
278682,679200,43352,19,1
278683,679200,26790,20,0
278684,679200,22963,21,0
278685,679200,11896,22,0
278686,679200,39275,23,0
278687,679200,21903,24,1
278753,679368,24852,1,1
278754,679368,23288,2,1
278755,679368,31395,3,1
278756,679368,6036,4,1
278757,679368,30787,5,1
278758,679368,16797,6,1
278759,679368,42431,7,1
278760,679368,19389,8,1
278761,679368,19584,9,1
278762,679368,38200,10,1
278763,679368,36431,11,1
278764,679368,36699,12,1
278765,679368,34861,13,0
278766,679368,16759,14,1
278767,679368,24908,15,0
278768,679368,15424,16,1
278769,679368,36943,17,1
278770,679368,6873,18,1
278771,679368,34969,19,1
278772,679368,49683,20,0
278773,679368,14421,21,0
278774,679368,4313,22,1
278775,679368,5782,23,1
278776,679368,22157,24,0
279135,679930,40825,1,1
279136,679930,7170,2,1
279137,679930,3434,3,1
279138,679930,35978,4,0
279139,679930,45636,5,1
279140,679930,9071,6,0
279141,679932,42310,1,1
279142,679932,33575,2,1
279143,679932,5564,3,1
279144,679932,26452,4,0
279145,679932,33956,5,0
279322,680616,30021,1,0
279323,680616,35121,2,1
279324,680616,41468,3,1
279325,680616,37646,4,0
279326,680616,30391,5,1
279327,680616,10246,6,0
279328,680616,27521,7,0
279329,680616,11182,8,0
279330,680616,37687,9,0
279331,680616,11361,10,1
279332,680616,2855,11,1
279333,680616,37141,12,0
279334,680616,39275,13,1
279335,680616,44142,14,1
279336,680616,38919,15,0
279337,680616,45603,16,1
279338,680616,46709,17,1
279339,680616,7761,18,0
279340,680616,13127,19,0
279344,680662,4562,1,1
279345,680662,8163,2,1
279346,680662,21543,3,1
279347,680662,42768,4,0
279435,681030,40939,1,1
279468,681133,12381,1,1
279469,681133,27737,2,1
279470,681133,45541,3,1
279471,681133,12212,4,1
279472,681133,9290,5,1
279473,681133,2475,6,1
279520,681323,4605,1,1
279521,681323,27156,2,0
279522,681323,28934,3,0
279523,681323,20995,4,0
279524,681323,39275,5,0
279525,681323,36846,6,0
279526,681339,31869,1,1
279527,681339,23734,2,1
279528,681339,24852,3,1
279529,681339,22276,4,0
279530,681339,9597,5,0
279531,681339,16083,6,1
279532,681339,47209,7,1
279533,681339,8518,8,1
279534,681339,20114,9,1
279535,681339,18594,10,0
279536,681339,18618,11,1
279537,681339,25072,12,0
279538,681339,5575,13,0
279539,681339,47866,14,1
279540,681339,20580,15,0
279541,681339,9177,16,0
279542,681339,39275,17,1
279543,681339,40706,18,1
279544,681339,33401,19,0
279545,681339,14010,20,1
279546,681339,27104,21,1
279547,681339,24720,22,0
279548,681339,44987,23,1
279549,681339,47792,24,1
279550,681339,1962,25,1
279551,681339,21417,26,1
279552,681339,39322,27,0
279553,681339,11129,28,1
279554,681339,30967,29,1
279555,681339,33527,30,1
279556,681339,39094,31,0
279964,682264,30958,1,0
279965,682264,22275,2,0
279966,682264,27933,3,0
279967,682264,49279,4,1
279968,682264,3919,5,1
279969,682264,5077,6,1
279970,682264,1117,7,1
279971,682264,17008,8,1
279972,682264,44926,9,1
279973,682264,16237,10,1
279974,682264,14493,11,1
279975,682264,11422,12,1
279976,682264,48299,13,1
279977,682264,44843,14,0
279978,682264,32982,15,1
279979,682264,1200,16,0
279980,682264,39699,17,1
279981,682264,7358,18,1
279982,682264,13966,19,0
279983,682264,22395,20,0
279984,682264,48183,21,0
279985,682264,41565,22,0
279986,682264,43205,23,0
279987,682264,23331,24,0
279988,682264,42336,25,0
279989,682264,23583,26,1
279990,682264,43772,27,0
279991,682264,8228,28,0
280137,682635,347,1,0
280138,682635,48395,2,1
280139,682635,18027,3,0
280140,682635,44533,4,0
280141,682635,16419,5,0
280142,682635,21829,6,0
280143,682635,7280,7,0
280144,682635,24010,8,1
280145,682635,29127,9,1
280146,682635,19057,10,1
280147,682635,40723,11,1
280148,682635,3990,12,1
280273,682875,16696,1,0
280274,682875,9175,2,0
280275,682875,31808,3,0
280276,682875,13194,4,0
280277,682875,26396,5,0
280278,682875,34160,6,0
280279,682917,21288,1,1
280280,682917,196,2,1
280281,682917,29223,3,1
280282,682917,3265,4,1
280283,682917,39275,5,1
280324,683037,24139,1,0
280325,683037,49325,2,1
280326,683037,17600,3,1
280327,683037,35628,4,1
280328,683037,16363,5,1
280416,683197,40939,1,1
280417,683197,49235,2,1
280536,683415,47209,1,1
280537,683415,22487,2,0
280538,683415,9837,3,0
280539,683415,26369,4,0
280540,683415,36606,5,1
280541,683415,3800,6,1
280542,683415,33318,7,1
280543,683415,44359,8,0
280729,684011,31829,1,0
280730,684011,1747,2,1
280731,684011,33122,3,1
280732,684011,47595,4,1
280733,684011,35559,5,1
280734,684011,5161,6,1
280735,684011,22920,7,1
280736,684011,6682,8,0
280737,684011,17616,9,1
280738,684011,30340,10,0
280797,684165,40396,1,1
280798,684165,38293,2,1
280799,684165,40826,3,1
280800,684165,32433,4,1
280801,684165,25890,5,1
280802,684165,19660,6,1
280803,684165,13565,7,1
280804,684165,36854,8,0
280873,684253,13176,1,1
280874,684253,28465,2,0
280875,684253,8309,3,0
280876,684253,46654,4,1
280877,684253,39275,5,0
280878,684253,44910,6,1
280879,684253,42300,7,0
280880,684253,14633,8,1
280881,684253,31865,9,1
280882,684253,12145,10,0
280883,684253,7562,11,0
280884,684253,32781,12,1
280885,684253,23909,13,0
280934,684371,49517,1,1
280935,684371,8920,2,1
280936,684371,20842,3,1
280937,684371,43279,4,1
280938,684371,25146,5,0
280939,684371,23537,6,0
280940,684371,14381,7,0
280941,684371,45596,8,0
280942,684371,20512,9,0
280943,684371,2519,10,0
280944,684371,15945,11,0
280945,684371,29586,12,0
280946,684371,44150,13,0
280947,684371,23505,14,0
280948,684371,32017,15,0
280949,684371,18880,16,0
280950,684371,4620,17,0
280951,684371,5605,18,0
280952,684371,20691,19,0
281208,685037,17033,1,1
281209,685037,30391,2,1
281210,685037,11182,3,1
281211,685037,16570,4,1
281212,685037,21938,5,1
281213,685037,42557,6,0
281214,685037,4605,7,1
281340,685278,8843,1,1
281341,685278,18615,2,0
281342,685278,37104,3,0
281343,685278,25878,4,0
281344,685278,25146,5,0
281345,685278,37752,6,0
281489,685532,44628,1,0
281490,685532,30720,2,0
281491,685532,28745,3,0
281492,685532,15040,4,0
281519,685556,3952,1,1
281520,685556,22935,2,1
281521,685556,14764,3,1
281522,685556,5785,4,1
281523,685556,26283,5,1
281524,685556,22035,6,1
281525,685556,37646,7,1
281526,685556,45965,8,1
281582,685834,8424,1,1
281583,685834,14084,2,0
281584,685834,37019,3,1
281585,685834,10166,4,0
281586,685834,47209,5,1
281587,685834,10749,6,1
281588,685834,26242,7,0
281589,685834,10621,8,1
281590,685834,3843,9,1
281591,685834,16349,10,1
281592,685834,39605,11,1
281593,685841,8571,1,1
281594,685841,15541,2,0
281595,685841,28516,3,1
281596,685841,4724,4,1
281597,685841,16283,5,1
281598,685841,35951,6,1
281599,685841,17207,7,1
281711,686286,19887,1,0
281712,686286,30450,2,1
281713,686286,19468,3,0
281801,686624,24852,1,1
281802,686624,4605,2,1
281803,686624,27086,3,1
281804,686624,17915,4,0
281805,686624,6586,5,0
281806,686624,29311,6,0
281807,686624,8193,7,0
281808,686624,26209,8,1
281809,686624,28842,9,1
281810,686624,45104,10,1
281811,686624,26604,11,1
281812,686624,17835,12,1
281813,686624,28155,13,0
282015,687053,18382,1,0
282016,687053,21526,2,1
282017,687053,27811,3,0
282018,687053,39877,4,1
282019,687053,6489,5,1
282020,687053,40709,6,1
282021,687053,27423,7,0
282022,687053,6343,8,0
282023,687053,36651,9,0
282052,687115,42299,1,0
282053,687115,10453,2,0
282054,687115,276,3,1
282055,687115,30233,4,1
282056,687115,43704,5,1
282057,687115,11941,6,0
282058,687115,16518,7,1
282059,687115,432,8,1
282060,687115,9036,9,0
282061,687115,5785,10,0
282062,687115,43796,11,0
282063,687115,4605,12,1
282064,687115,3782,13,0
282065,687115,10673,14,1
282066,687115,3480,15,1
282067,687115,47209,16,1
282068,687115,45013,17,1
282069,687115,12785,18,0
282070,687115,42450,19,0
282071,687115,21077,20,0
282072,687115,9199,21,0
282073,687115,12212,22,1
282074,687115,3192,23,0
282295,687431,24701,1,1
282296,687431,10912,2,1
282297,687431,21938,3,1
282298,687431,24852,4,1
282299,687431,24184,5,0
282300,687431,42873,6,1
282301,687431,30391,7,0
282302,687431,44560,8,0
282303,687431,19863,9,1
282304,687431,46522,10,1
282305,687431,44325,11,0
282306,687431,18019,12,0
282307,687431,14163,13,0
282495,687903,260,1,1
282496,687903,39216,2,1
282497,687903,12941,3,1
282498,687903,1940,4,1
282499,687903,15649,5,1
282584,688091,36107,1,0
282585,688091,43638,2,0
282586,688091,26055,3,0
282651,688329,37904,1,1
282652,688329,1939,2,0
282653,688329,16797,3,1
282654,688329,13176,4,0
282655,688329,6000,5,1
282656,688329,25653,6,1
282657,688329,36865,7,1
282658,688329,45616,8,1
282659,688329,2132,9,1
282660,688329,49533,10,1
282661,688329,28427,11,1
282662,688329,20127,12,1
282663,688329,1525,13,0
282664,688329,18599,14,0
282665,688329,21405,15,0
282666,688329,36746,16,1
282667,688329,18811,17,1
282668,688329,14223,18,1
282669,688329,2086,19,1
282670,688329,23165,20,0
282671,688329,31130,21,1
282672,688329,30995,22,1
282673,688329,29865,23,1
282674,688329,41319,24,1
282675,688329,38456,25,1
282676,688329,21195,26,1
282677,688329,29405,27,1
282678,688329,6765,28,1
282679,688329,41950,29,1
282680,688329,44533,30,1
282681,688329,45066,31,1
282682,688329,45,32,1
282683,688329,48423,33,1
282684,688329,4487,34,1
282685,688329,6210,35,1
282686,688329,45013,36,1
282687,688329,38383,37,1
282688,688329,12714,38,1
282689,688329,18465,39,1
282690,688329,48121,40,1
282691,688329,15536,41,1
282692,688329,46979,42,1
282693,688329,25466,43,1
282694,688329,4357,44,1
282815,688494,16462,1,0
282816,688494,12113,2,0
282817,688494,30391,3,1
282818,688494,17898,4,1
282819,688494,40593,5,0
282820,688494,18418,6,0
283042,688935,24838,1,1
283043,688935,38689,2,1
283044,688935,49235,3,0
283045,688935,39408,4,1
283046,688935,45066,5,0
283047,688935,33055,6,1
283048,688935,31915,7,1
283049,688935,24852,8,1
283050,688935,47630,9,1
283051,688935,40009,10,0
283052,688935,46906,11,1
283053,688935,9076,12,1
283054,688935,38739,13,1
283055,688935,42342,14,1
283056,688935,18362,15,1
283057,688935,21267,16,1
283058,688935,9534,17,1
283059,688935,13702,18,0
283060,688935,2855,19,1
283061,688935,11777,20,1
283062,688935,17758,21,0
283063,688935,40198,22,1
283064,688935,31215,23,1
283065,688935,28156,24,0
283066,688935,17872,25,1
283067,688935,38966,26,0
283086,689035,23864,1,0
283087,689035,49185,2,1
283088,689035,6448,3,0
283089,689035,36551,4,1
283090,689035,43070,5,0
283091,689035,11009,6,0
283092,689035,23178,7,0
283093,689035,29553,8,1
283094,689035,32784,9,0
283095,689035,19495,10,0
283096,689035,27548,11,1
283467,689835,11182,1,1
283468,689835,47154,2,1
283469,689835,4562,3,1
283470,689835,33290,4,1
283471,689835,3849,5,1
283472,689835,24253,6,1
283473,689835,19348,7,0
283474,689835,46979,8,0
283475,689835,34243,9,1
283476,689845,30233,1,1
283477,689845,28204,2,1
283478,689845,13176,3,1
283479,689845,5785,4,1
283480,689845,18531,5,1
283481,689845,24964,6,0
283482,689845,43352,7,1
283483,689845,3952,8,1
283484,689845,46979,9,0
283485,689845,45948,10,1
283486,689845,44201,11,1
283487,689845,30985,12,1
283488,689845,10070,13,1
283489,689845,19048,14,0
283490,689845,47766,15,1
283511,689978,44632,1,1
283512,689978,35547,2,1
283513,689978,33465,3,0
283514,689978,31506,4,1
283536,689999,1067,1,1
283537,689999,2596,2,0
283538,689999,5939,3,0
283908,690782,23516,1,0
283909,690782,45608,2,1
283910,690782,5621,3,0
283911,690782,7948,4,1
283912,690782,42244,5,0
283913,690782,27104,6,1
283914,690782,36164,7,0
283915,690782,31343,8,0
283916,690782,8021,9,1
283951,690910,44987,1,0
283952,690910,260,2,1
283953,690910,47626,3,1
283954,690910,43920,4,0
283955,690910,33768,5,1
283956,690910,16797,6,0
283957,690910,21267,7,1
283958,690910,12980,8,1
283959,690910,34574,9,1
283977,690995,24852,1,1
283978,690995,40623,2,1
283979,690995,15185,3,1
283980,690995,2064,4,1
283981,690995,31317,5,1
283982,690995,17415,6,1
283983,690995,11777,7,1
283984,690995,19348,8,1
283985,690995,9076,9,1
283986,690995,46802,10,1
283987,690995,16696,11,1
283988,690995,46595,12,1
284167,691500,17630,1,1
284168,691500,5184,2,1
284169,691500,22035,3,1
284170,691500,33124,4,1
284171,691500,27402,5,1
284172,691500,13176,6,1
284173,691500,17964,7,1
284174,691500,48186,8,1
284175,691500,49235,9,1
284176,691500,46069,10,1
284177,691500,42265,11,1
284178,691500,7806,12,1
284179,691500,10108,13,1
284180,691500,26346,14,1
284181,691500,13629,15,1
284182,691500,16797,16,1
284202,691675,15273,1,0
284203,691675,48205,2,1
284204,691675,1898,3,1
284205,691675,38827,4,1
284206,691675,38452,5,1
284207,691675,11543,6,1
284208,691675,36364,7,0
284234,691743,21691,1,1
284235,691743,34244,2,1
284236,691743,45364,3,0
284237,691743,31927,4,0
284238,691743,32843,5,1
284239,691743,14945,6,1
284240,691743,41149,7,1
284241,691743,43086,8,1
284242,691743,22825,9,1
284243,691743,44422,10,0
284244,691743,27845,11,1
284245,691743,24852,12,1
284246,691743,1374,13,1
284247,691743,2228,14,0
284248,691743,35176,15,0
284249,691743,37718,16,0
284250,691743,19354,17,0
284251,691743,29091,18,1
284252,691743,22969,19,0
284253,691743,6188,20,0
284254,691743,23025,21,0
284255,691743,38985,22,1
284256,691743,6541,23,1
284257,691743,32018,24,1
284258,691743,12492,25,0
284259,691743,32647,26,1
284260,691743,30529,27,1
284261,691743,39468,28,0
284262,691743,46807,29,0
284263,691743,22210,30,0
284264,691743,8912,31,0
284265,691743,32743,32,0
284266,691743,7051,33,1
284267,691743,49337,34,0
284268,691743,45923,35,0
284269,691743,38795,36,0
284554,692014,21405,1,1
284555,692014,27521,2,0
284556,692014,47734,3,0
284557,692014,48775,4,0
284558,692014,26209,5,1
284559,692014,27336,6,0
284560,692014,14992,7,1
284561,692014,21903,8,1
284562,692014,45,9,1
284563,692014,22935,10,1
284564,692014,31553,11,1
284565,692014,9741,12,0
284566,692014,39984,13,1
284567,692014,24933,14,0
284568,692014,8339,15,0
284569,692014,33569,16,0
284570,692014,4210,17,1
284571,692014,5015,18,0
284572,692014,43662,19,0
284573,692014,14870,20,0
284574,692014,11520,21,1
284575,692014,47766,22,1
284576,692014,4920,23,0
284821,692654,49191,1,1
284822,692654,33754,2,1
284823,692654,40571,3,1
284824,692654,21137,4,1
284825,692654,46331,5,1
284826,692654,9122,6,1
284827,692654,26369,7,0
284828,692654,39275,8,0
284829,692654,40516,9,0
284830,692654,2450,10,0
284831,692654,38293,11,0
284832,692654,5785,12,0
284995,692868,18439,1,0
284996,692868,43176,2,1
284997,692868,18987,3,1
284998,692868,32235,4,1
285114,693149,43772,1,1
285115,693149,24799,2,1
285116,693149,18027,3,1
285117,693149,40278,4,1
285118,693149,14536,5,1
285119,693149,26209,6,1
285120,693149,28842,7,1
285121,693149,5750,8,1
285122,693149,33791,9,1
285123,693164,8514,1,0
285124,693164,19389,2,0
285125,693164,38028,3,1
285126,693164,24184,4,0
285127,693164,25985,5,1
285128,693164,3682,6,0
285129,693164,7925,7,0
